heteriske_code,heteriske_name,chp_number,our_name,status,name_accurate,chp_verified
1885,"אחדות הארץ המובטחת בע""מ",515410785,"אחדות הארץ המובטחת בע""מ",מדויק,True,True
1920,"אי די אם אינטרנשיונל בע""מ",515061943,"אי די אם אינטרנשיונל בע""מ",מדויק,True,True
658,"אי-לון ג'יפי בע""מ",515644755,"אי-לון ג'יפי בע""מ",מדויק,True,True
1928,"אי.פי.ג'י פרי השקעות בע""מ",515179323,"אי.פי.ג'י פרי השקעות בע""מ",מדויק,True,True
659,"איגוד העסקים החרדים בע""מ",517006995,"איגוד העסקים החרדים בע""מ",מדויק,True,True
1655,"אידיאל טורס (1982)(ישראל) בע""מ",510940505,"אידיאל טורס (1982)(ישראל) בע""מ",מדויק,True,True
23,"אייטופ ב.ה. בע""מ",516494838,"אייטופ ב.ה. בע""מ",מדויק,True,True
1956,אייס פרינט -א.א. אדיר,,,לא ידוע - לא נפתר מול המאגר שלנו,,
60,איכות הטבע,,,לא ידוע - לא נפתר מול המאגר שלנו,,
2547,"אינדיגו מגדל העמק בע""מ",,,לא ידוע - לא נפתר מול המאגר שלנו,,
2553,"אינדיגו מניבים בע""מ",516023827,"אינדיגו מניבים בע""מ",מדויק,True,True
2543,"אינדיגו ניהול בע""מ",516615077,"אינדיגו ניהול בע""מ",מדויק,True,True
2549,"אינדיגו ניהול הצפון בע""מ",,,לא ידוע - לא נפתר מול המאגר שלנו,,
1739,"אינסוליין מדיקל בע""מ",,,לא ידוע - לא נפתר מול המאגר שלנו,,
1699,אירנשטיין ת,,,לא ידוע - לא נפתר מול המאגר שלנו,,
1926,"אלדד פרי אינטרנשיונל בע""מ",514878982,"אלדד פרי אינטרנשיונל בע""מ",מדויק,True,True
1999,אלון מורן,,,לא ידוע - לא נפתר מול המאגר שלנו,,
1709,אלי ייבוא שיווק והפצה,,,לא ידוע - לא נפתר מול המאגר שלנו,,
461,"אליעזר הלוי 8 בע""מ",515769586,"אליעזר הלוי 8 בע""מ",מדויק,True,True
161,אליעזר קייקוב,,,לא ידוע - לא נפתר מול המאגר שלנו,,
1998,אלישע אלישי להב,,,לא ידוע - לא נפתר מול המאגר שלנו,,
660,"אלפא גידורים בע""מ",514234467,"אלפא גידורים בע""מ",מדויק,True,True
525,"אמ קיי הולדינגס ישראל 26 בע""מ",515142503,"אמ קיי הולדינגס ישראל 26 בע""מ",מדויק,True,True
635,"אם. אן. גי התחדשות עירונית בע""מ",515265908,"אם. אן. גי התחדשות עירונית בע""מ",מדויק,True,True
634,"אם.אן.ג'י התחדשות קרית ים בע""מ",516941168,"אם.אן.ג'י התחדשות קרית ים בע""מ",מדויק,True,True
1789,"אמא מ.א.א. ניהול והשקעות בע""מ",515824613,"אמא מ.א.א. ניהול והשקעות בע""מ",מדויק,True,True
624,"אמיגה מ.ל. השקעות בע""מ",516330131,"אמיגה מ.ל. השקעות בע""מ",מדויק,True,True
2326,אמילי,580038677,"אמילי (ע""ר)",מדויק,True,False
1940,"אמין עסקים ולוגיסטיקה בע""מ",515037976,"אמין עסקים ולוגיסטיקה בע""מ",מדויק,True,True
1740,"אנ""ש בע""מ",511901050,"אנ""ש (אחזקה , נכסים ושיפוצים) בע""מ",מדויק,True,False
768,"אסיה סיירוס הנדסה וביצוע בע""מ",513484972,"אסיה סיירוס הנדסה וביצוע בע""מ",מדויק,True,True
1962,"אפהל נדל""ן בע""מ",514985274,"אפהל נדל""ן בע""מ",מדויק,True,True
661,"אפטק א. א. י. בע""מ",515891919,"אפטק א. א. י. בע""מ",מדויק,True,True
98,אפי'ס,,,לא ידוע - לא נפתר מול המאגר שלנו,,
1820,אפילוגיק בית שמש,,,לא ידוע - לא נפתר מול המאגר שלנו,,
2803,"אפרת סנטר בע""מ",515605327,"אפרת סנטר בע""מ",מדויק,True,True
1994,"אקס טו וואן ישראל בע""מ",515292621,"אקס טו וואן ישראל בע""מ",מדויק,True,True
713,אקסלנט,,,לא ידוע - לא נפתר מול המאגר שלנו,,
1783,"אר.אי. מכוניות בע""מ",511629164,"אר. אי. מכוניות בע""מ",מדויק,True,True
1854,אריה טוויג מאסטר בעסקים ושייוק דיגטלי,,,לא ידוע - לא נפתר מול המאגר שלנו,,
1698,ארמנה (יוטה פולצ'ק),,,לא ידוע - לא נפתר מול המאגר שלנו,,
1983,"ארמס חברה לסחר בע""מ",513895268,"ארמס חברה לסחר בע""מ",מדויק,True,True
1982,"ארמס מטווחי ירי בע""מ",514697804,"ארמס מטווחי ירי בע""מ",מדויק,True,True
1915,אשר אייצר,,,לא ידוע - לא נפתר מול המאגר שלנו,,
59,ב.ח. שיווק,,,לא ידוע - לא נפתר מול המאגר שלנו,,
29,ב.שיינברגר עיצוב פנים,,,לא ידוע - לא נפתר מול המאגר שלנו,,
1861,"בול מסחר והשקעות בע""מ",510992183,"בול מסחר והשקעות בע""מ",מדויק,True,True
449,"בוסתנים מקבוצת בית ירושלמי בע""מ",516445483,"בוסתנים מקבוצת בית ירושלמי בע""מ",מדויק,True,True
1745,"בי""ס תיכון בית - יעקב פתח - תקוה",,,לא ידוע - לא נפתר מול המאגר שלנו,,
452,"ביאליק האם מקבוצת בית ירושלמי בע""מ",516858503,"ביאליק - האם מקבוצת בית ירושלמי בע""מ",מדויק,True,True
454,"ביאליק מקבוצת בית ירושלמי בע""מ",516858511,"ביאליק מקבוצת בית ירושלמי בע""מ",מדויק,True,True
1952,"ביבלוג לוגיסטיקה בע""מ",,,לא ידוע - לא נפתר מול המאגר שלנו,,
9,ביגלנס,,,לא ידוע - לא נפתר מול המאגר שלנו,,
1744,ביוטי בית,516706470,ביוטי בית,מדויק,True,False
1811,ביזנסט,,,לא ידוע - לא נפתר מול המאגר שלנו,,
1800,"בית היצירה איבון בע""מ",513775809,"בית היצירה איבון בע""מ",מדויק,True,True
19,בית הכנסת המרכזי אילת השחר פרדס כץ,580677177,"בית הכנסת המרכזי אילת השחר פרדס כץ (ע""ר)",מדויק,True,True
443,"בית חדש מקבוצת בית ירושלמי בע""מ",516099082,"בית חדש מקבוצת בית ירושלמי בע""מ",מדויק,True,True
455,"בית ירוק מקבוצת בית ירושלמי שלי בע""מ",515901999,"בית ירוק בעיר מקבוצת בית ירושלמי שלי בע""מ",קירוב - השם ב-heteriske שונה מהשם במאגר שלנו,False,True
430,"בית ירושלמי שלי אחזקות וניהול פרוייקטים בע""מ",,,לא ידוע - לא נפתר מול המאגר שלנו,,
486,"בית ירושלמי שלי יזמות ובינוי בע""מ",515558047,"בית ירושלמי שלי יזמות ובינוי בע""מ",מדויק,True,True
485,"בית ירושלמי שלי נכסים בע""מ",515746675,"בית ירושלמי שלי נכסים בע""מ",מדויק,True,True
429,"בית ירושלמי שלי תמ""א 38 בע""מ",515611168,"בית ירושלמי שלי תמ""א 38 בע""מ",מדויק,True,True
1801,בית פלוס,,,לא ידוע - לא נפתר מול המאגר שלנו,,
1791,"בן חורין השקעות בע""מ",515397347,"בן חורין השקעות בע""מ",מדויק,True,True
3062,"בני ארי השקעות אביחי בע""מ",516063146,"בני ארי השקעות אביחי בע""מ",מדויק,True,True
3067,"בני ארי השקעות אבישי בע""מ",516062601,"בני ארי השקעות אבישי בע""מ",מדויק,True,True
2976,"בני ארי השקעות אודם בע""מ",515948123,"בני ארי השקעות אודם בע""מ",מדויק,True,True
3063,"בני ארי השקעות אוריה בע""מ",516063138,"בני ארי השקעות אוריה בע""מ",מדויק,True,True
2972,"בני ארי השקעות אחלמה בע""מ",515947901,"בני ארי השקעות אחלמה בע""מ",מדויק,True,True
3060,"בני ארי השקעות אפרת בע""מ",515948552,"בני ארי השקעות אפרת בע""מ",מדויק,True,True
2966,"בני ארי השקעות ברקת בע""מ",515946028,"בני ארי השקעות ברקת בע""מ",מדויק,True,True
2975,"בני ארי השקעות דבורה בע""מ",515948057,"בני ארי השקעות דבורה בע""מ",מדויק,True,True
3057,"בני ארי השקעות הודיה בע""מ",515948511,"בני ארי השקעות הודיה בע""מ",מדויק,True,True
2965,"בני ארי השקעות ופרויקטים בע""מ",513327502,"בני ארי השקעות ופרויקטים בע""מ",מדויק,True,True
3059,"בני ארי השקעות חיה בע""מ",515948545,"בני ארי השקעות חיה בע""מ",מדויק,True,True
3055,"בני ארי השקעות יהודית בע""מ",515948396,"בני ארי השקעות יהודית בע""מ",מדויק,True,True
2980,"בני ארי השקעות יהלום בע""מ",515948743,"בני ארי השקעות יהלום בע""מ",מדויק,True,True
3065,"בני ארי השקעות יצחק בע""מ",516062759,"בני ארי השקעות יצחק בע""מ",מדויק,True,True
3056,"בני ארי השקעות ישפה בע""מ",515948404,"בני ארי השקעות ישפה בע""מ",מדויק,True,True
3064,"בני ארי השקעות לאה בע""מ",516063120,"בני ארי השקעות לאה בע""מ",מדויק,True,True
2967,"בני ארי השקעות לשם בע""מ",515946010,"בני ארי השקעות לשם בע""מ",מדויק,True,True
3061,"בני ארי השקעות מיכאל בע""מ",516063153,"בני ארי השקעות מיכאל בע""מ",מדויק,True,True
3066,"בני ארי השקעות מיכל בע""מ",516062734,"בני ארי השקעות מיכל בע""מ",מדויק,True,True
3068,"בני ארי השקעות מיכל בע""מ",516062734,"בני ארי השקעות מיכל בע""מ",מדויק,True,False
2968,"בני ארי השקעות נעמה בע""מ",515946085,"בני ארי השקעות נעמה בע""מ",מדויק,True,True
2977,"בני ארי השקעות נפך בע""מ",515948750,"בני ארי השקעות נפך בע""מ",מדויק,True,True
2969,"בני ארי השקעות ספיר בע""מ",515946044,"בני ארי השקעות ספיר בע""מ",מדויק,True,True
2978,"בני ארי השקעות פטדה בע""מ",515948776,"בני ארי השקעות פטדה בע""מ",מדויק,True,True
2973,"בני ארי השקעות רעות בע""מ",515947919,"בני ארי השקעות רעות בע""מ",מדויק,True,True
2979,"בני ארי השקעות שבו בע""מ",515948784,"בני ארי השקעות שבו בע""מ",מדויק,True,True
2970,"בני ארי השקעות שהם בע""מ",515946036,"בני ארי השקעות שהם בע""מ",מדויק,True,True
3058,"בני ארי השקעות שיר בע""מ",515948537,"בני ארי השקעות שיר בע""מ",מדויק,True,True
2974,"בני ארי השקעות שירה בע""מ",515947968,"בני ארי השקעות שירה בע""מ",מדויק,True,True
2971,"בני ארי השקעות תהילה בע""מ",515946101,"בני ארי השקעות תהילה בע""מ",מדויק,True,False
3054,"בני ארי השקעות תרשיש בע""מ",515948859,"בני ארי השקעות תרשיש בע""מ",מדויק,True,True
2964,"בני ארי ייזום וניהול פרויקטים בע""מ",514803501,"בני ארי ייזום וניהול פרויקטים בע""מ",מדויק,True,True
1942,בני הישיבות,,,לא ידוע - לא נפתר מול המאגר שלנו,,
193,בני הישיבות גן הדסים מודיעין עילית,580811487,"בני הישיבות גן הדסים מודיעין עילית (ע""ר)",מדויק,True,True
2545,"בנימין ויהודה אחזקות בע""מ",515729747,"בנימין ויהודה אחזקות בע""מ",מדויק,True,True
1656,בנימין תכשיטים,,,לא ידוע - לא נפתר מול המאגר שלנו,,
473,"בעל התניא ישראל בע""מ",,,לא ידוע - לא נפתר מול המאגר שלנו,,
783,"בראל סלעית בנחל בע""מ",516700713,"בראל סלעית בנחל בע""מ",מדויק,True,True
1657,"בראשית א.ה.מ סחר בע""מ",514060185,"בראשית א.ה.מ סחר בע""מ",מדויק,True,True
2001,ברבר רבקה,,,לא ידוע - לא נפתר מול המאגר שלנו,,
2540,"ברוהאוס הגולן בע""מ",513792648,"ברוהאוס הגולן בע""מ",מדויק,True,True
1733,"בריאות השן ברמה בע""מ",513390260,"בריאות השן ברמה בע""מ",מדויק,True,True
1802,"ברכה בככר בע""מ",514231109,"ברכה בככר בע""מ",מדויק,True,True
921,ברכה צדק,,,לא ידוע - לא נפתר מול המאגר שלנו,,
1701,ברכת ישראל,510950173,"ברכת ישראל בע""מ",קירוב - השם ב-heteriske שונה מהשם במאגר שלנו,False,False
2813,ברמן עשת,,,לא ידוע - לא נפתר מול המאגר שלנו,,
2124,"ברק לשם פיננסים בע""מ",515084416,"ברק לשם פיננסים בע""מ",מדויק,True,True
1845,ברק פיננסים,,,לא ידוע - לא נפתר מול המאגר שלנו,,
2125,"ברק שוהם סוכנות פנסיוני(2015) בע""מ",515225449,"ברק שוהם סוכנות לביטוח פנסיוני (2015) בע""מ",קירוב - השם ב-heteriske שונה מהשם במאגר שלנו,False,False
1702,בשעה טובה,,,לא ידוע - לא נפתר מול המאגר שלנו,,
446,"בתים מקבוצת בית ירושלמי בע""מ",516641974,"בתים מקבוצת בית ירושלמי בע""מ",מדויק,True,True
784,"ג.ק. חילו השקעות בע""מ",516464534,"ג.ק. חילו השקעות בע""מ",מדויק,True,True
1746,"ג'י.יו.אס מרקטינג בע""מ",513935858,"ג'י.יו.אס מרקטינג בע""מ",מדויק,True,True
1841,גאולה אופטיקס,,,לא ידוע - לא נפתר מול המאגר שלנו,,
2117,גד,,,לא ידוע - לא נפתר מול המאגר שלנו,,
1700,גוט קרמיק,,,לא ידוע - לא נפתר מול המאגר שלנו,,
1969,"גוטמן - אמיר עו""ד",,,לא ידוע - לא נפתר מול המאגר שלנו,,
2147,גולדגרף-שוהם,,,לא ידוע - לא נפתר מול המאגר שלנו,,
1788,"גולדמוביל ירושלים בע""מ",514204445,"גולדמוביל ירושלים בע""מ",מדויק,True,True
1787,"גולדמוביל קיה מודיעין בע""מ",515505758,"גולדמוביל קיה מודיעין בע""מ",מדויק,True,True
1813,"גטנדר בע""צ",,,לא ידוע - לא נפתר מול המאגר שלנו,,
1659,גטר שרה,,,לא ידוע - לא נפתר מול המאגר שלנו,,
1799,"גיל צעד נבון בע""מ",512610577,"גיל צעד נבון בע""מ",מדויק,True,True
1773,"גירסא שניה בע""מ",,,לא ידוע - לא נפתר מול המאגר שלנו,,
1792,"גלאט נופש בע""מ",515374593,"גלאט נופש בע""מ",מדויק,True,True
2009,"גלעד מאי חברה להשקעות בניה ופיתוח בע""מ",513177345,"גלעד מאי חברה להשקעות בניה ופיתוח בע""מ",מדויק,True,False
2142,"גלעד משאט עו""ד",,,לא ידוע - לא נפתר מול המאגר שלנו,,
1803,"גמ""ח אהבת חסד",,,לא ידוע - לא נפתר מול המאגר שלנו,,
1747,גמילות חסדים חסדי ישראל דחסידי מודזי'ץ,580665651,"גמילות חסדים חסדי ישראל דחסידי מודז'יץ (ע""ר)",מדויק,True,True
721,גן פייגי,,,לא ידוע - לא נפתר מול המאגר שלנו,,
2011,גראנאטאוויטש יוכבד,,,לא ידוע - לא נפתר מול המאגר שלנו,,
25,גרופריסייל,,,לא ידוע - לא נפתר מול המאגר שלנו,,
1506,"גרייטדור תעשיות בע""מ",516393048,"גרייטדור תעשיות בע""מ",מדויק,True,True
192,גרשטנקורן טובה,,,לא ידוע - לא נפתר מול המאגר שלנו,,
2551,"גשר קדמה יזמות בע""מ",517040382,"גשר קדמה יזמות בע""מ",מדויק,True,True
24,ד. מלכא עיצוב פנים,,,לא ידוע - לא נפתר מול המאגר שלנו,,
787,"ד.שבוט השקעות בע""מ",516461381,"ד. שבוט השקעות בע""מ",מדויק,True,True
1726,"ד""ר בני כהן",,,לא ידוע - לא נפתר מול המאגר שלנו,,
1711,"ד""ר סמואל שמואל",,,לא ידוע - לא נפתר מול המאגר שלנו,,
1714,"ד""ר שפירו דניאל",,,לא ידוע - לא נפתר מול המאגר שלנו,,
1748,דוידיאן ייבוא ושיווק,,,לא ידוע - לא נפתר מול המאגר שלנו,,
1684,דונה לינן (מצעי בן ברבר),,,לא ידוע - לא נפתר מול המאגר שלנו,,
1697,דינקלס יוסף,,,לא ידוע - לא נפתר מול המאגר שלנו,,
1995,דפוס שילת,,,לא ידוע - לא נפתר מול המאגר שלנו,,
1780,ה.מ פתרונות הדפסה (דוקטור דיו),,,לא ידוע - לא נפתר מול המאגר שלנו,,
435,"הבית בגנים מקבוצת בית ירושלמי בע""מ",516186251,"הבית בגנים מקבוצת בית ירושלמי בע""מ",מדויק,True,True
436,"הבית בהרצוג מקבוצת בית ירושלמי בע""מ",516198769,"הבית בהרצוג מקבוצת בית ירושלמי בע""מ",מדויק,True,True
458,"הבית בהשומר מקבוצת בית ירושלמי בע""מ",516186038,"הבית בהשומר מקבוצת בית ירושלמי בע""מ",מדויק,True,True
450,"הבית בכרם מקבוצת בית ירושלמי בע""מ",516335445,"הבית בכרם מקבוצת בית ירושלמי בע""מ",מדויק,True,True
431,"הבית במעלות דפנה מקבוצת בית ירושלמי שלי בע""מ",,,לא ידוע - לא נפתר מול המאגר שלנו,,
432,"הבית במרגולין מקבוצת בית ירושלמי בע""מ",516219169,"הבית במרגולין מקבוצת בית ירושלמי בע""מ",מדויק,True,True
487,"הבית בנורית מקבוצת בית ירושלמי בע""מ",516211216,"הבית בנורית מקבוצת בית ירושלמי בע""מ",מדויק,True,True
457,"הבית בפינס מקבוצת בית ירושלמי בע""מ",516779980,"הבית בפינס מקבוצת בית ירושלמי בע""מ",מדויק,True,True
437,"הבית בקוסטריקה מקבוצת בית ירושלמי בע""מ",516211422,"הבית בקוסטריקה מקבוצת בית ירושלמי בע""מ",מדויק,True,True
438,"הבית ברמת שרת מקבוצת בית ירושלמי בע""מ",516867389,"הבית ברמת שרת מקבוצת בית ירושלמי בע""מ",מדויק,True,True
2139,"הבנק הדיגיטלי הראשון בע""מ",,,לא ידוע - לא נפתר מול המאגר שלנו,,
30,"הדר אברהם חברה להשקעות בע""מ",515543320,"הדר אברהם חברה להשקעות בע""מ",מדויק,True,True
789,הויזמן מנחם,,,לא ידוע - לא נפתר מול המאגר שלנו,,
1761,"הומי משכנתאות חברתיות בע""מ",515739498,"הומי משכנתאות חברתיות בע""מ",מדויק,True,True
1991,הופמן ובניו,,,לא ידוע - לא נפתר מול המאגר שלנו,,
1972,"הוצלר יהודה (1999) בע""מ",512782244,"הוצלר יהודה (1999) בע""מ",מדויק,True,True
12,הי קום-הומפיוטר,,,לא ידוע - לא נפתר מול המאגר שלנו,,
68,הידורים,,,לא ידוע - לא נפתר מול המאגר שלנו,,
1989,"היי-לימיט שותף כללי בע""מ",516079886,"היי-לימיט שותף כללי בע""מ",מדויק,True,True
1798,היימשע בייגלס,,,לא ידוע - לא נפתר מול המאגר שלנו,,
1749,הכל בקול,580715266,"הכל בקול (ע""ר)",מדויק,True,False
1882,"הל""ה 23-25 בע""מ",515903318,"הל""ה 23-25 בע""מ",מדויק,True,True
1691,הלבשה אישית l.v,,,לא ידוע - לא נפתר מול המאגר שלנו,,
1908,המועצה הדתית נצרת עילית,,,לא ידוע - לא נפתר מול המאגר שלנו,,
3080,המועצה הדתית נצרת עילית,,,לא ידוע - לא נפתר מול המאגר שלנו,,
1750,"המרכז העולמי לתורה וחסידות שע""י חסידי בעלזא",,,לא ידוע - לא נפתר מול המאגר שלנו,,
633,המרכז לבית ברמה,,,לא ידוע - לא נפתר מול המאגר שלנו,,
2814,"המרכז לתעשייה ומסחר מפרץ חיפה בע""מ",510588106,המרכז לתעשייה ומסחר מפרץ חיפה בעמ,מדויק,True,True
1909,הסתדרות אגודת ישראל בארץ ישראל,580421527,"הסתדרות אגודת ישראל בארץ ישראל בבני ברק (ע""ר)",קירוב - השם ב-heteriske שונה מהשם במאגר שלנו,False,False
1777,העמותה למען דיור בר השגה,580556504,"העמותה למען דיור בר השגה (ע""ר)",מדויק,True,True
1944,הפאה של צילי,,,לא ידוע - לא נפתר מול המאגר שלנו,,
2806,"הר שמואל סנטר בע""מ",515973501,"הר שמואל סנטר בע""מ",מדויק,True,True
1957,"השבועון לבית היהודי -מ.ל. בע""מ",515227411,"השבועון לבית היהודי - מ.ל. בע""מ",מדויק,True,True
1835,"השטעטל דיור להשכרה בע""מ",516273596,"השטעטל דיור להשכרה בע""מ",מדויק,True,True
1834,"השטעטל נכסים והשקעות בע""מ",515783355,"השטעטל נכסים והשקעות בע""מ",מדויק,True,True
194,השכרת צימרים משה אזרחי,,,לא ידוע - לא נפתר מול המאגר שלנו,,
1729,וואליו קרן למימון חוץ בנקאי שותפות מוגבלת,,,לא ידוע - לא נפתר מול המאגר שלנו,,
1822,"וויצ'ק בע""מ",515664555,"וויצ'ק בע""מ",מדויק,True,True
1824,"וויצ'ק השכרה בע""מ",516338746,"וויצ'ק השכרה בע""מ",מדויק,True,True
1823,"וויצ'ק נדל""ן בע""מ",516337441,"וויצ'ק נדל""ן בע""מ",מדויק,True,True
1825,"וויצ'ק פאנד 1 בע""מ",515897775,"וויצ'ק פאנד 1 בע""מ",מדויק,True,True
103,וולף יהושע פאלק,,,לא ידוע - לא נפתר מול המאגר שלנו,,
1948,ויזר יוסף חיים,,,לא ידוע - לא נפתר מול המאגר שלנו,,
1855,וילונות דקורטיב,,,לא ידוע - לא נפתר מול המאגר שלנו,,
1833,"ועשית הישר בע""מ",515531606,"ועשית הישר בע""מ",מדויק,True,True
1661,זול פה,,,לא ידוע - לא נפתר מול המאגר שלנו,,
796,"זיוה עובדיה השקעות בע""מ",515294387,"זיוה עובדיה השקעות בע""מ",מדויק,True,True
1723,זילבר ייעוץ והדרכה,515843399,"זילבר ייעוץ והדרכה בע""מ",קירוב - השם ב-heteriske שונה מהשם במאגר שלנו,False,False
1837,ח. רובינשטיין,,,לא ידוע - לא נפתר מול המאגר שלנו,,
1786,"ח.מ. גולד מוטורס מרכז שירות מודיעין בע""מ",514657428,"ח.מ. גולד מוטורס מרכז שירות מודיעין בע""מ",מדויק,True,True
1781,"ח.מ. חולון מוטורס (2010) בע""מ",514534460,"ח.מ. חולון מוטורס (2010) בע""מ",מדויק,True,False
2016,"חברת איזי בס בע""מ",,,לא ידוע - לא נפתר מול המאגר שלנו,,
1762,"חברת בין לאומית לתמ""א 38 בע""מ",,,לא ידוע - לא נפתר מול המאגר שלנו,,
1658,"חברת בש-יונה בע""מ",,,לא ידוע - לא נפתר מול המאגר שלנו,,
1778,"חברת די.אי.אס קונטו בע""מ",,,לא ידוע - לא נפתר מול המאגר שלנו,,
1660,"חברת המלך דוד מכירות פומביות בע""מ",,,לא ידוע - לא נפתר מול המאגר שלנו,,
1662,"חברת י.מ. אחים שמואלי בע""מ",,,לא ידוע - לא נפתר מול המאגר שלנו,,
765,חברת יוסף גרופ בזלמן ארן 3,,,לא ידוע - לא נפתר מול המאגר שלנו,,
763,"חברת ל.י.א.ל. בסט ווד נגרות ובינוי בע""מ",,,לא ידוע - לא נפתר מול המאגר שלנו,,
760,"חברת מבית משמחים בע""מ",,,לא ידוע - לא נפתר מול המאגר שלנו,,
1734,"חברת מי ק. גת בע""מ",,,לא ידוע - לא נפתר מול המאגר שלנו,,
754,"חברת משכנות אומנים מסחרי בע""מ",,,לא ידוע - לא נפתר מול המאגר שלנו,,
751,"חברת נימה שפע בע""מ",,,לא ידוע - לא נפתר מול המאגר שלנו,,
748,"חברת סלעית א.י.ש בע""מ",,,לא ידוע - לא נפתר מול המאגר שלנו,,
749,"חברת סלעית א.י.ש נדל""ן בע""מ",,,לא ידוע - לא נפתר מול המאגר שלנו,,
747,"חברת סלעית אבי נדל""ן בע""מ",,,לא ידוע - לא נפתר מול המאגר שלנו,,
746,"חברת סלעית דמרי 66 נדל""ן מגורים בע""מ",,,לא ידוע - לא נפתר מול המאגר שלנו,,
745,"חברת סלעית דמרי בגבעה בע""מ",,,לא ידוע - לא נפתר מול המאגר שלנו,,
744,"חברת סלעית דמרי גבעת זאב בע""מ",,,לא ידוע - לא נפתר מול המאגר שלנו,,
743,"חברת סלעית יובלים בע""מ",,,לא ידוע - לא נפתר מול המאגר שלנו,,
742,"חברת סלעית יתד מגורים בע""מ",,,לא ידוע - לא נפתר מול המאגר שלנו,,
741,"חברת עדי מעליות נכסים והשקעות בע""מ",,,לא ידוע - לא נפתר מול המאגר שלנו,,
1934,"חברת עדי עד יזמות והשקעות א.ע בע""מ",,,לא ידוע - לא נפתר מול המאגר שלנו,,
2136,"חברת עוגן - קרן להלוואות חברתיות בע""מ",515865335,"עוגן - קרן להלוואות חברתיות בע""מ (חל""צ)",קירוב - השם ב-heteriske שונה מהשם במאגר שלנו,False,True
740,חברת עטרת ישועה,,,לא ידוע - לא נפתר מול המאגר שלנו,,
1705,חברת פאות מ.קופולוביץ,,,לא ידוע - לא נפתר מול המאגר שלנו,,
2017,"חברת פסגות ניהול תחבורה בע""מ",,,לא ידוע - לא נפתר מול המאגר שלנו,,
682,"חברת שפאן השקעות בע""מ",,,לא ידוע - לא נפתר מול המאגר שלנו,,
681,"חברת תות תקשורת ותוצאות בע""מ",,,לא ידוע - לא נפתר מול המאגר שלנו,,
2812,"חוצות הגולן בע""מ",517041323,"חוצות הגולן בע""מ",מדויק,True,True
1832,"חיטוי טק בע""מ",515527315,"חיטוי טק בע""מ",מדויק,True,True
2963,חיים של תורה,,,לא ידוע - לא נפתר מול המאגר שלנו,,
2014,"חיים שלומוביץ ,ד""ר לאופטומטריה (ארה""ב) בע""מ",512834292,"חיים שלומוביץ, ד""ר לאופטומטריה (ארה""ב) בע""מ",מדויק,True,True
526,"חילו חוסני השקעות בע""מ",516466307,"חילו חוסני השקעות בע""מ",מדויק,True,True
632,"חלקת ארץ שיווק נדל""ן בע""מ",516452802,"חלקת ארץ שיווק נדל""ן בע""מ",מדויק,True,True
1815,"חסדך יסעדני בע""מ",515671600,"חסדך יסעדני בע""מ",מדויק,True,True
802,"חרוב מימון בע""מ",515664431,"חרוב מימון בע""מ",מדויק,True,True
1680,ט.י.ם טכנולוגיה מתקדמת,,,לא ידוע - לא נפתר מול המאגר שלנו,,
678,"טאבו נדל""ן ויזמות",,,לא ידוע - לא נפתר מול המאגר שלנו,,
2801,"טובר אחזקות בע""מ",515347631,"טובר אחזקות בע""מ",מדויק,True,True
2554,"טובר נדלן בע""מ",515664316,"טובר נדלן בע""מ",מדויק,True,True
888,טונר ישראל,,,לא ידוע - לא נפתר מול המאגר שלנו,,
2144,טועמיה,580557676,"טועמיה (ע""ר)",מדויק,True,False
1997,"טי.סי.אי תמ""א במרכז בע""מ",,,לא ידוע - לא נפתר מול המאגר שלנו,,
2324,טליה איפור וסירוק,,,לא ידוע - לא נפתר מול המאגר שלנו,,
1793,"טרקלין אולמות ואירועים בע""מ",514564863,"טרקלין אולמות ואירועים בע""מ",מדויק,True,True
2116,י,,,לא ידוע - לא נפתר מול המאגר שלנו,,
1690,"י.ברסקי - איי בי תקשורת בע""מ",515577468,"י.ברסקי - איי בי תקשורת בע""מ",מדויק,True,True
522,"י.ג. באטומי אחזקות בע""מ",,,לא ידוע - לא נפתר מול המאגר שלנו,,
803,"י.ג. גרינבוקס ייעוץ ויזמות בע""מ",,,לא ידוע - לא נפתר מול המאגר שלנו,,
1751,"י.ד הדרים יזמות בניה ופרויקטים בע""מ",515345072,"י.ד הדרים יזמות בניה ופרויקטים בע""מ",מדויק,True,True
15,י.ס. אנרגיה מתחדשת,540237807,סער אנרגיה מתחדשת,קירוב - השם ב-heteriske שונה מהשם במאגר שלנו,False,False
1696,"י.ק.ז. גרופ בע""מ",515936086,"י.ק.ז. גרופ בע""מ",מדויק,True,True
767,"י.ש.א. לניאדו השקעות בע""מ",516545076,"י.ש.א. לניאדו השקעות בע""מ",מדויק,True,True
1122,"יאלון (הרחבה 1983) בע""מ",,,לא ידוע - לא נפתר מול המאגר שלנו,,
1961,"יו אס טקסס בע""מ",514488840,"יו אס טקסס בע""מ",מדויק,True,True
1818,"יו.יו. שיווק בע""מ",,,לא ידוע - לא נפתר מול המאגר שלנו,,
1706,"יואב את רמי בניה ,ניהול ופיקוח בע""מ",514932243,"יואב את רמי בניה, ניהול ופיקוח בע""מ",מדויק,True,True
887,יואל דיקשטיין תיירות,,,לא ידוע - לא נפתר מול המאגר שלנו,,
1941,יובלים,,,לא ידוע - לא נפתר מול המאגר שלנו,,
