code,category,name,status,location,permit_link,chp_number,chp_match_name,chp_match_kind,chp_confidence,chp_verified,chp_verify_returned_code
864,"נדל""ן","א.ב.ג. קרית יערים בע""מ",היתר עסקה בתוקף,ישראל,https://heteriske.com/wp-content/uploads/custom_uploads/2026/08/א.ב.ג.-קרית-יערים-בע_מ.pdf,517037917,"א.ב.ג. קרית יערים בע""מ",company,exact,True,864
1154,"נדל""ן",אלון מורן,היתר עסקה בתוקף,,https://drive.google.com/file/d/1eloSiVVbtYiOjjujD_6UFWqLTfOY1upy/view?usp=sharing,,,,,,
1153,"נדל""ן",אלישע אלישי להב,היתר עסקה בתוקף,,https://drive.google.com/file/d/1xeD4g4hfoZJ_bs6IrNAwtpy2UAubUYu_/view?usp=sharing,,,,,,
1088,גז,"דלקל אחזקות 2009 בע""מ",היתר עסקה בתוקף,,https://heteriske.com/wp-content/uploads/custom_uploads/2026/08/דלקל-אחזקות-2009-בע_מ.pdf,514338250,"דלקל אחזקות 2009 בע""מ",company,exact,True,1088
1089,גז,"דלקל גז בע""מ",היתר עסקה בתוקף,,https://heteriske.com/wp-content/uploads/custom_uploads/2026/08/דלקל-גז-בע_מ.pdf,514864826,"דלקל גז בע""מ",company,exact,True,1089
1136,גז,"דלקל דקלים בע""מ",היתר עסקה בתוקף,,https://heteriske.com/wp-content/uploads/custom_uploads/2026/08/דלקל-דקלים-בע_מ.pdf,,,,,,
1137,גז,"דלקל מואס גז בע""מ",היתר עסקה בתוקף,,https://heteriske.com/wp-content/uploads/custom_uploads/2026/08/דלקל-מואס-גז-בע_מ.pdf,516108099,"דלקל מואס גז בע""מ",company,exact,True,1137
1135,גז,"דלקל נכסים (2015) בע""מ",היתר עסקה בתוקף,,https://heteriske.com/wp-content/uploads/custom_uploads/2026/08/דלקל-נכסים-2015-בע_מ.pdf,515138998,"דלקל נכסים (2015) בע""מ",company,exact,True,1135
1090,דלק,"דלקלומט בע""מ",היתר עסקה בתוקף,,https://heteriske.com/wp-content/uploads/custom_uploads/2026/08/דלקלומט-בע_מ.pdf,513492595,"דלקלומט בע""מ",company,exact,True,1090
1148,"נדל""ן","טי.סי.אי תמ""א במרכז בע""מ",היתר עסקה בתוקף,,https://drive.google.com/file/d/1fvO4MYSnxk_N38DfXelElIQFVn_eh3l8/view?usp=sharing,,,,,,
